Country Name;Country Code;Indicator Name;Indicator Code;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
Belgium;BEL;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,160600246;0,149467189;0,120501313;0,108412015;0,140503498;0,241418644;0,260728945;0,214116096;0,160308084;0,134146587;0,135283862;0,199127777;0,254259044;0,196017206;0,165261731;0,157496645;0,090240728;0,052937875;0,037695874;0,044748711;0,045295216;0,02924246;0,023333941;0,025200729;0,023138876;0,020983469;0,0224035;0,020179688;0,023157579;0,022599265;0,02450862;0,020900298;0,02359613;0,021630197;0,015782996;0,015599007;0,017297873;0,018811732;0,018228471;0,017373001;0,019200956;0,01913696;0,018561865;0,019261954;0,020150104;0,019704176;0,018713764
Belize;BLZ;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,993307334;0,890162687;0,817435115;1,321847133;0,992842713;1,217720709;1,13198493;1,061159345;1,12096925;1,557448552;1,340592281;1,116209266;1,753366318;0,999238998;0,671462237;0,572481599;0,466453317;0,780612897;0,677121149;0,660934076;0,761968037;0,72187098;0,63901383;0,585191138;0,52783167;0,64319951;0,544170729;0,526245259;0,439001617;0,37509073;0,274282497;0,273193393;0,283094787;0,274621349;0,243378903;0,585682187;2,997362978;3,804693778;5,691583877;3,240239308;4,9920618;6,743264806;5,04118635;4,390076033;2,540225074;1,178358363;1,265852891
Benin;BEN;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;6,707341245;5,793022976;5,340842756;7,26543586;7,300531866;8,248116961;7,170673517;11,97544818;9,875061911;7,167350843;7,31176044;9,358093443;11,67108867;7,915589895;7,309433298;9,032672026;8,121683978;7,364137128;6,997088671;8,096390345;7,945226986;7,184054036;8,301625181;5,319043296;8,583268864;9,002059525;8,247019362;7,963726759;7,481087384;4,446545445;4,662561872;4,344587089;4,656502976;5,732605257;4,282284895;4,15270439;4,170646691;4,957317121;5,010157283;5,086227216;4,687139241;4,765919519;5,347293567;4,80463188;4,676130464;5,880480372;6,783360553
Bermuda;BMU;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Bhutan;BTN;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;;;;13,66950941;11,12631515;16,40951751;10,09349384;8,172370792;5,605451561;8,045733264;5,899147285;5,517182609;5,530368974;6,008681958;7,278850685;7,600601253;6,259107863;5,123719997;5,867457772;5,591523245;4,116145315;4,036455669;4,080341621;3,857393083;3,74947535;3,469921048;3,250500299;2,883902041;2,583888264;3,312785445;4,19534684;4,08597441;3,441420714;5,155270318;4,792926771;4,110080476;3,357559251;3,327942683;3,915130603;4,476880525
Bolivia;BOL;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;1,579475355;0,940123787;0,992997563;3,547787782;9,153130895;4,810380607;4,540490516;5,486135164;5,074864518;8,689984945;11,21988004;4,982785208;3,534780469;4,541964866;3,272457781;3,142698709;2,086503147;2,887852246;4,762169118;6,821476582;6,975658635;2,700925306;2,820472537;2,497825157;2,378359816;2,648162762;3,008871831;2,84453111;1,464046774;1,926841167;3,516020344;3,439444173;3,683516101;4,137443391;7,656982812;12,33549714;16,3297426;16,44631183;14,17185365;7,377656351;8,979741779;13,2010726;12,29292381;11,39162722;10,97821756;5,609917309;6,009764223
Bosnia and Herzegovina;BIH;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;;;;;;;;;;;;;;;;;;0,183917173;1,130936979;0,074014944;1,893183053;1,501967114;1,33274153;1,221904347;1,371462242;0,882472871;0,8785704;1,798185392;2,024366226;1,727716807;2,280645978;3,783747347;1,5060718;2,650197167;3,675416456;2,361221413;1,949745359;1,421734974;1,009054952;1,068567658
Botswana;BWA;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;3,153987157;2,114909259;1,861189084;2,419253463;4,626262179;4,185313774;7,451428904;6,109052631;2,732809182;4,053036086;4,317724335;3,13915743;3,491888508;2,300968674;1,642465758;1,882684688;1,482312512;1,140267305;7,248700608;5,567874834;2,047029072;1,497031259;1,037470775;0,694043842;0,996958171;1,326430219;0,972465052;0,872229012;0,669770955;0,423217752;1,445871722;0,57753839;0,551109412;1,622795623;3,31862092;3,823181157;7,987679667;9,273115154;6,042689672;11,45345887;4,93700686;3,618448013;3,413008935;3,484034504;2,898769691;1,373946139;0,9628058
Brazil;BRA;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;1,555237163;1,297108868;1,294722297;1,373476332;1,732098374;1,95696296;1,839181259;1,698333846;1,616692044;2,246299561;2,728593592;2,31479374;2,517430498;3,13952407;2,957072771;2,804150582;1,732445931;1,985837919;1,703970298;1,769457813;2,161058099;1,398785866;2,108412574;1,851828127;1,351577096;1,18555741;1,195284115;1,134188998;1,13588578;1,894691706;2,453365071;2,473971537;3,133534635;3,477582104;3,697809284;4,751798275;4,890215475;5,61484609;6,078752092;3,07201835;4,452135563;5,027461021;4,605062132;4,469439182;4,027833847;2,867179444;3,088663099
British Virgin Islands;VGB;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brunei Darussalam;BRN;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,381259363;7,916163555;15,99620274;26,92232937;53,89225597;50,05754782;52,81634326;50,83146403;46,54146972;89,59625266;57,5835395;35,21683276;17,46434772;28,76053237;30,32487663;31,31730535;26,03569442;24,8751748;18,79640525;23,18788377;33,19912933;20,28922708;18,59036914;18,63596508;17,53455132;15,76797137;16,74567732;14,96066503;8,705012399;15,18401367;26,39209059;21,24908484;17,89174126;19,43314557;22,92063482;29,7001753;30,67059529;23,29999932;25,23287807;17,83023834;19,62802816;26,59134955;24,15710818;19,57496744;16,74810302;8,33601146;9,185747266
Bulgaria;BGR;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;;;;1,799472952;1,943533593;2,049920152;1,494250379;1,293061822;1,666233198;0,821901415;0,557109865;2,973249059;2,729568524;1,120152014;1,673694619;1,590944736;1,253692644;1,672961646;1,743699773;2,017834033;1,714347761;0,880035781;1,117455872;1,356650112;1,250899653;0,921471337;0,885750655;1,867960096;1,744700693;2,839130583;2,520123777;2,732866145;1,562195353;2,519335965;2,821954615;2,325373214;1,769282945;1,590361121;1,456499337;1,330980955
Burkina Faso;BFA;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;6,822118675;5,71704697;5,480045057;7,999922686;7,990754725;8,752817267;7,53389974;11,86026846;9,356163886;7,401511032;8,3272796;8,024745624;11,28259218;8,211244827;8,609791283;6,142971239;7,664660125;6,54823035;6,514322441;6,70020866;6,816242529;6,965802201;9,518522777;7,687431608;11,5547625;13,88471374;12,78603159;12,70913767;11,62520011;5,206951122;5,980081891;5,372926061;6,418504572;7,14924898;6,188891773;7,147797966;7,310120319;9,171170718;10,38074588;12,01889426;14,94194009;18,69645644;18,91723861;17,14596743;16,61828009;20,15282803;20,3593355
Burundi;BDI;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;6,751792437;5,38352192;6,30829521;8,735429768;8,534036762;9,728630933;8,015461905;12,50794917;11,65362756;8,383732032;8,978945968;7,578072227;10,81466424;6,54287638;6,778372236;5,936076665;8,57543185;9,326296883;10,38885781;10,65469447;13,37103247;12,68929711;14,02066839;14,23864858;17,06171534;23,96771545;28,37523271;23,62156395;27,01135591;15,41239214;15,05369193;18,65385479;24,11572919;40,55007109;30,59273187;26,47682002;24,11697093;32,5561152;33,39092724;31,35736928;24,13432175;23,99062698;16,91127899;16,06234689;14,32917067;16,07077699;17,50187723
Cabo Verde;CPV;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;;;;1,05674915;0,961535733;1,397348355;0,88087761;0,857443127;0,57379176;0,695834672;0,545163434;0,546833275;0,555401604;0,59928651;0,600153243;0,56661599;0,335031602;0,515889408;0,691968151;0,699582407;0,695863673;0,706620847;0,367855417;0,414263908;0,485933294;0,531125777;0,709048657;0,572824548;0,537293223;0,450039392;0,504818152;0,482929056;0,535788695;0,469733673;0,476574881;0,58639277;0,5722523;0,579004574;0,784333158;0,840301731
Cambodia;KHM;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;4,310581725;2,590169967;7,007504549;13,36159315;14,81925945;;;;;;;;;;;;;;;;;;;5,471296234;6,743921933;8,326751947;8,266182076;7,128153749;6,556082214;3,393557209;2,469043972;2,530915634;2,595009583;3,410502632;3,20397566;1,719834959;1,822022528;2,245441568;3,099840616;2,862837743;2,695956615;3,050561909;2,296592613;1,874796918;2,527344921;1,745743553;1,902500908
Cameroon;CMR;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;3,876029495;3,458218881;3,562986965;4,502066303;4,271211503;4,305887814;4,042825032;5,560182266;5,545724347;10,42597261;14,42780724;11,84245998;10,80886319;11,48954137;14,67583106;14,76649436;6,385585572;7,993515751;6,393296745;9,860659231;12,53088897;7,32438402;8,355823252;5,527209155;7,931003649;9,969865041;10,37500473;9,018997334;6,007505317;6,418304806;11,04501371;7,48646417;7,206027971;7,060660563;7,077569508;8,96475597;10,05491161;10,21148865;11,3932145;6,240406227;7,518522517;8,841542124;9,174278107;8,460936382;7,7945253;6,163237592;6,33585294
Canada;CAN;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;1,552589752;1,884782574;1,919364965;3,173289802;6,207652703;4,89083546;4,379608727;4,679355863;4,337777646;8,915316145;9,584494328;6,268604692;3,846551263;4,609324385;4,751576038;4,689245793;2,23884007;3,033463812;3,097617874;3,012426815;3,139504005;2,332531537;2,63202149;2,846330295;2,634519744;2,642379316;3,402852522;2,799854933;1,739078496;2,462810265;4,542149459;4,007022679;3,03705251;3,416885012;4,898388122;5,015394731;4,818089652;4,549278786;5,815678342;2,421049818;2,798066696;3,280197542;2,441000836;2,546216282;2,484630471;0,938217292;1,012128405
Caribbean small states;CSS;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;6,592002457;6,179363015;5,400693034;5,152853673;16,1035903;12,79741341;13,59301979;12,71828841;12,92017814;24,11827152;18,92917692;16,2340053;8,160917212;8,602286163;9,716809271;9,365678398;5,582956914;6,248041672;4,753038107;7,188865494;7,855240891;5,830247723;5,642082778;5,03448099;4,644931426;4,05191757;4,810469887;3,867724692;2,259074993;2,790454812;4,383735502;3,586380884;3,483757477;4,150337003;5,130190897;7,51582251;9,123683657;8,691422432;9,612039811;6,486835466;7,422479779;10,37772687;10,57622431;9,68428582;8,788123046;5,038570844;3,529558782
Cayman Islands;CYM;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;
Central African Republic;CAF;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;8,234246307;8,066811155;9,009108752;12,1458882;11,37106037;10,46012264;8,597198398;11,35295028;10,55839326;9,386257099;10,09204687;9,87265779;11,34467195;9,207414164;9,018252264;5,482903984;5,98443619;5,428546957;5,530500174;6,129003073;6,36218334;6,128829623;6,870883609;6,48664889;11,72370709;12,39411118;11,98777275;13,1765942;13,51490443;9,600908351;11,19657477;10,76869253;11,30473731;11,74748198;8,200600048;8,505942912;10,01612694;9,906454271;11,81342489;9,184143426;8,56965502;9,353347823;10,52590099;14,37934858;12,02761194;14,76585195;13,51951889
Central Europe and the Baltics;CEB;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;;;;1,799472952;1,943533593;2,049920152;1,494250379;1,293061822;1,666233198;0,821901415;3,467020299;4,192362266;4,227964972;3,044657374;2,237032076;1,733775025;1,420504495;1,122101779;1,104622411;1,033985174;0,923806187;0,54553619;0,617835309;0,96061628;1,067915566;0,769653526;0,755249809;1,176605744;1,096080365;1,305772744;1,106394585;1,59256057;0,949571534;1,180753948;1,466108624;1,226293847;0,934297426;0,830185926;0,654264867;0,631269987
Chad;TCD;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;3,977961148;3,413276879;3,470210527;5,083712418;5,816637432;5,681865614;5,35463116;8,097449407;7,219809426;8,476658194;10,07839196;10,3706785;14,62711232;10,03418943;8,312922078;5,730366297;8,601065388;7,904166218;6,586180317;7,075784892;7,517348187;6,911052027;7,230661869;8,506966559;12,19880963;14,21634866;12,72771738;12,45518145;11,62555123;9,500054053;10,59349074;8,327720008;8,649644368;14,53901817;38,7461692;38,63906758;36,21523868;34,02174452;35,65742989;19,47539104;24,50146864;32,31645343;29,94678041;23,93000464;20,93098094;12,61688035;15,74517383
Channel Islands;CHI;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
Chile;CHL;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;10,07460167;6,5242872;5,711241397;7,258623459;10,90580973;12,77157945;12,53936369;8,615452206;7,335889531;9,298294826;8,678816488;5,508738302;6,505264028;9,02223814;7,909796981;8,858848629;6,92081253;8,454380539;11,76593934;12,7391335;11,08926747;9,091666954;7,540391478;5,873427188;6,91040388;8,005180277;6,554011347;6,546850194;4,782153833;5,669782187;7,073713359;6,638554556;6,706435865;7,626396754;12,07187381;13,32850286;21,42475154;21,35605423;19,58853459;14,70169998;18,10284528;18,54827245;16,34331217;15,098512;14,73991927;12,42145035;10,49665185
China;CHN;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,816483684;0,818800251;0,95594043;1,829207514;4,691981131;6,74762916;8,452184038;8,787619682;10,39622995;16,11356317;19,05504502;18,38805336;15,21196889;11,499978;9,693301816;9,316925451;5,41160659;6,04689944;5,921277973;6,621220744;8,170467214;5,269848503;4,49847026;3,752434926;2,856553482;2,899497448;2,721566602;2,123228135;1,314459672;1,430407124;2,475530111;2,489984021;1,824025294;2,021771658;4,677977384;5,074335503;5,51972171;6,285569349;9,81238688;3,736265779;6,249177729;7,861041437;4,955641003;3,99796693;2,896284869;1,063013615;1,130333272
Colombia;COL;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,512444051;0,541672006;0,627333216;0,834245916;3,266354822;3,421826067;3,072857756;2,29366867;1,910327991;3,84198939;4,509279635;3,647868711;2,527589234;3,122973004;3,095789116;3,478911249;2,343594724;4,249138382;3,170684932;5,004587935;7,221417223;3,936512005;3,450563085;2,901749459;1,867308674;2,389161729;3,089043805;2,523686864;1,411041954;3,402703929;5,085198747;3,327084521;3,419586193;4,203760605;5,690050039;6,090650839;7,016523353;6,350337875;8,360317687;4,371812003;6,26861613;9,293133359;7,969650807;7,040817694;6,444469077;3,416447784;3,541749022
Comoros;COM;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;;;;1,399625842;1,394723151;2,213927864;1,362678558;1,322857112;0,887537435;1,063674742;0,868647429;0,93839018;1,029904183;1,259570541;1,293059333;1,258243816;1,088000358;1,875675808;2,903782653;2,964695385;3,025300293;3,147127282;2,183126358;2,40935531;2,178782783;2,362799041;2,852631889;2,123452204;2,202198324;2,175157895;2,718532647;3,005498498;3,022761463;2,727865064;2,851042006;3,398980627;3,270037751;3,239036589;4,239901224;4,228333542
Congo, Dem. Rep.;COD;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;11,50504658;7,723552324;7,377019402;11,51181562;10,96412797;6,568728523;7,780352002;7,916526591;6,629621214;8,512132216;11,1693803;10,21841367;10,13645771;11,07316787;13,82048104;13,81312841;13,11532988;16,85534217;19,40108486;20,08595908;19,99861866;16,83209597;17,87754299;11,20660338;24,44914411;37,33453853;37,27138637;33,01856161;32,42389727;28,61720496;7,70787161;18,58046262;18,78645306;29,49706904;23,97689721;23,87498757;24,96630574;29,26478316;32,45103906;32,50535314;33,42436316;39,58592457;38,62354067;37,23506797;34,6644769;30,82803524;32,69764788
Congo, Rep.;COG;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;6,633287775;5,894924843;5,822117413;9,624750502;31,86786677;18,48651777;22,98380204;23,49328742;26,32106132;47,87193779;42,78030893;31,67550649;22,17710725;29,36983957;31,0449086;32,99665891;19,37138057;26,19658317;26,14598963;40,26738479;47,02873715;28,46314679;30,15448042;47,25322375;43,23978351;40,98656359;44,78901956;50,9030074;32,09941846;47,06812825;61,94497078;49,72432216;45,08197456;40,53851326;44,68284414;55,96420347;58,78077338;51,15599242;53,93630595;35,72225754;49,14441875;60,12124675;57,97503969;45,37912023;39,27289899;22,53866927;24,86045235
Costa Rica;CRI;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;4,138109348;3,81416476;3,968461117;5,863249495;5,390086998;7,255321657;5,570561;5,778399732;5,626145811;6,959561079;5,352925262;8,516172569;12,01025879;4,019606263;2,340676552;1,996724039;2,029301799;2,527530628;2,319567507;2,150327665;2,540996248;2,768683495;2,582082799;2,213802031;2,380849377;2,902388213;2,571636696;2,288070602;1,520191553;1,157336224;1,018117089;1,054867944;0,95407919;0,985504147;0,939443757;0,971859157;1,329409392;1,446885422;1,316452036;1,193960551;1,646853093;1,243067244;1,191772902;1,216626795;1,400172214;1,178805158;1,204483893
